"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M"
"0500000US40143","Tulsa County, Oklahoma","398173","756","193111","356","11628","161","10426","901","11677","908","6754","37","3982","161","10420","100","13751","77","13421","93","25043","99","25148","41","27746","161","20044","161","9473","650","3598","650","205062","451","10651","82","9456","986","11556","1001","6441","161","3777","88","10584","76","13796","114","13720","127","25335","133","25851","54","30252","161","23777","66","13214","899","6652","899"
"0500000US44003","Kent County, Rhode Island","144107","236","69253","139","3127","64","3643","740","3389","740","2408","220","673","410","4264","410","4727","220","4508","220","8329","75","10235","220","11317","220","7799","220","3455","498","1379","498","74854","195","3195","220","3870","682","2771","682","2254","220","772","433","3922","433","4405","153","4545","220","8652","220","10853","220","12741","220","9012","122","5045","694","2817","694"
"0500000US48039","Brazoria County, Texas","170523","427","85866","106","5246","228","6301","921","4509","921","3292","228","1679","106","4307","228","5398","228","5856","228","11306","228","11854","228","12548","228","8478","228","4425","304","667","304","84657","372","4925","228","4706","1319","5257","1325","3098","228","1478","228","3719","159","5190","228","5704","228","10997","108","11419","228","12680","228","8731","228","4630","780","2123","780"
"0500000US53045","Mason County, Washington","52400","204","26394","428","653","351","1294","583","1059","583","721","217","549","443","1231","443","1629","204","1534","204","3004","204","3269","204","4713","204","4268","204","2097","277","373","277","26006","428","1478","351","1234","342","1045","342","728","217","402","365","950","365","1336","204","1239","204","2588","204","3079","204","4768","204","4349","204","1768","424","1042","424"
"0500000US55105","Rock County, Wisconsin","134509","151","65917","151","3758","151","3759","759","3832","759","2517","151","1516","151","3763","151","4066","151","3959","151","8106","151","9098","151","10252","151","6807","151","3506","430","978","430","68592","151","3356","151","3611","632","3606","632","2350","151","1436","151","3675","151","3900","151","4059","151","8298","151","9516","151","10732","151","7691","151","4240","551","2122","551"
"0500000US72097","Mayagüez Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US08013","Boulder County, Colorado","252290","686","127232","278","4797","204","5364","842","6861","842","3981","204","5721","204","13086","204","10382","204","8352","82","15640","204","16724","204","17207","268","12431","204","4528","536","2158","536","125058","446","4590","204","5899","713","5466","724","3653","204","5649","204","11587","204","8356","99","7155","134","15147","197","16648","202","18154","204","13405","204","5854","772","3495","772"
"0500000US12055","Highlands County, Florida","69891","148","33285","540","1084","490","967","611","1395","611","561","389","185","345","2098","468","568","390","1239","229","2369","229","3030","229","4697","229","6687","229","5399","1037","3006","1037","36606","551","1039","490","1438","633","832","633","814","389","368","362","448","368","1911","540","1371","763","2510","763","3240","229","5559","148","7970","229","6250","932","2856","932"
"0500000US12131","Walton County, Florida","60102","229","29825","443","1585","229","1800","397","1315","397","771","443","816","666","1804","875","865","752","1740","229","3658","229","4053","229","4900","229","4151","229","2166","162","201","162","30277","443","1504","229","1610","541","1482","541","1036","443","422","340","1548","770","1151","734","1770","229","3363","229","4116","229","5177","229","4328","229","2583","206","187","206"
"0500000US33015","Rockingham County, New Hampshire","285390","90","141207","192","6561","192","7138","1052","8040","1052","5420","192","2905","192","8062","192","8566","192","8353","192","15859","192","21618","192","23999","192","15794","192","6172","608","2720","608","144183","90","6137","192","7070","869","7573","869","5167","192","2533","192","7418","192","7832","192","8188","192","16080","192","22359","90","24745","192","17023","192","8159","911","3899","911"
"0500000US39057","Greene County, Ohio","140393","152","69381","195","3879","195","4041","829","3838","829","2557","195","2975","639","4358","639","4753","195","4452","195","8038","195","8525","195","9991","195","7403","195","3734","316","837","316","71012","152","3509","152","3088","576","4323","576","2319","195","2128","195","5054","195","4646","195","4308","195","7839","195","8950","195","10540","195","7836","195","5109","390","1363","390"
"0500000US39139","Richland County, Ohio","103388","233","51176","195","2807","195","2959","703","3238","703","1949","195","1110","195","3002","195","3428","195","3022","195","6164","195","6613","195","7402","195","5504","195","3136","400","842","400","52212","233","2770","195","2362","470","3590","471","1809","195","1035","195","2705","195","2970","195","2728","195","5820","195","6330","146","7803","195","6396","195","3781","523","2113","524"
"0500000US41033","Josephine County, Oregon","75770","207","36794","207","1841","207","1598","559","2386","559","1226","207","781","498","1500","498","2022","207","1968","207","3805","207","4185","207","5702","207","5766","207","3172","441","842","441","38976","207","1750","207","2279","594","1357","594","1122","207","798","530","1268","530","2047","207","1911","207","3892","207","4476","207","6608","207","6505","207","4140","416","823","416"
"0500000US45079","Richland County, South Carolina","173720","780","86544","458","3908","288","4755","852","3061","852","2389","335","4708","214","11064","214","7106","214","5838","214","10023","45","10157","214","10406","214","8278","69","3429","437","1422","437","87176","409","3869","166","4303","799","3047","818","2442","214","4338","214","9451","214","6515","41","5593","214","9498","214","10197","214","11342","214","9369","214","5067","606","2145","606"
"0500000US48157","Fort Bend County, Texas","254233","1432","127151","859","7566","168","10889","1409","7931","1409","5411","122","2661","169","5988","228","5918","228","7313","228","17552","329","18351","205","18824","602","12401","172","4263","797","2083","797","127082","681","7622","228","8508","1509","8765","1504","5387","228","2444","228","5613","228","5927","228","7631","228","17620","246","17761","163","18646","400","12828","219","6040","784","2290","784"
"0500000US48451","Tom Green County, Texas","62282","103","30913","228","1745","228","1523","549","1793","549","892","228","1236","228","2464","228","2351","228","2249","228","3545","228","3188","228","4037","228","3357","228","1549","298","984","298","31369","103","1642","228","1261","554","1968","554","900","228","993","508","1948","508","2129","228","2106","228","3343","228","3436","228","4557","228","3684","103","2320","332","1082","332"
"0500000US53025","Grant County, Washington","51891","110","25903","204","1445","204","1658","353","1545","353","952","204","855","466","1072","466","1600","204","1578","204","2923","204","3038","204","3916","204","3310","204","1538","398","473","398","25988","110","1397","204","1293","521","1778","521","909","204","786","276","921","276","1631","204","1526","204","2942","204","3154","204","3863","110","3304","204","1970","304","514","304"
"0500000US15009","Maui County, Hawaii","50238","169","25187","455","672","419","1066","303","587","303","343","209","22","42","686","372","1387","369","1595","189","3497","189","3739","189","4959","23","4636","189","1571","246","427","240","25051","449","1117","419","999","228","565","228","497","209","66","128","848","128","1300","189","1628","189","3337","189","3417","189","4809","73","4254","86","1575","323","639","323"
"0500000US05125","Saline County, Arkansas","101869","91","50008","201","2629","201","3223","524","3071","524","2093","201","1012","201","2496","201","3052","201","3084","201","6582","201","6764","201","6721","201","5498","201","3184","332","599","332","51861","91","2651","201","2751","585","3227","585","1836","201","921","201","2527","201","3128","201","3181","201","6567","91","6934","201","7043","201","6330","201","3653","447","1112","447"
"0500000US21093","Hardin County, Kentucky","83467","197","41511","197","2598","197","2706","679","2830","679","1670","197","1053","197","2998","197","2893","197","2636","197","5369","197","5451","197","5464","197","3638","197","1806","288","399","288","41956","197","2441","197","2192","630","2989","630","1542","197","890","532","2148","532","2716","197","2671","197","5352","197","5529","197","6002","197","4222","197","2238","461","1024","461"
"0500000US23003","Aroostook County, Maine","63050","170","31157","170","1471","170","1296","330","1804","330","1083","170","714","170","1602","170","1586","170","1489","170","3274","170","4226","170","5376","170","4436","170","1672","344","1128","344","31893","170","1382","170","1591","369","1323","369","970","170","608","170","1511","170","1487","170","1455","170","3254","170","4321","170","5416","170","4514","170","2367","555","1694","555"
"0500000US24005","Baltimore County, Maryland","467765","564","224028","416","10714","361","10868","1164","11954","1165","7486","206","5514","206","12704","206","14473","206","14635","206","25122","40","28841","101","36540","206","25983","61","13427","931","5767","931","243737","301","10449","130","9880","1319","11884","1335","6830","42","6065","206","12465","117","14328","206","14930","206","26111","62","30769","206","39635","206","30074","206","18960","1177","11357","1177"
"0500000US35005","Chaves County, New Mexico","24631","574","12413","401","847","272","397","312","947","312","497","258","332","232","647","349","638","369","724","400","1203","413","1418","85","1910","201","1616","201","988","222","249","222","12218","629","276","272","516","252","726","252","413","258","195","175","418","332","615","278","813","551","1246","527","1356","349","2093","201","1849","201","913","312","789","312"
